Text,Label
Switzerland: For Qualified Investor use only Not for distribution to general public.,1
This is marketing material.,1
"This document is provided to you by Goldman Sachs Bank AG, Zrich.",1
"Any future contractual relationships will be entered into with affiliates of Goldman Sachs Bank AG, which are domiciled outside of Switzerland.",1
We would like to remind you that foreign (Non-Swiss) legal and regulatory systems may not provide the same level of protection in relation to client confidentiality and data protection as offered to you by Swiss law.,1
"Asia Pacific: Please note that neither Goldman Sachs Asset Management International nor any other entities involved in the Goldman Sachs Asset Management business maintain any licenses, authorizations or registrations in Asia (other than Japan), except that it conducts businesses (subject to applicable local regulations) in and from the following jurisdictions: Hong Kong, Singapore and Malaysia.",1
"This material has been issued for use in or from Hong Kong by Goldman Sachs Asset Management (Hong Kong) Limited, in or from Singapore by Goldman Sachs Asset Management (Singapore) Pte.",1
Ltd. (Company Number: 201329851H) and in or from Malaysia by Goldman Sachs (Malaysia) Sdn Berhad (880767W).,1
"Australia: This material is distributed by Goldman Sachs Asset Management Australia Pty Ltd ABN 41 006 099 681, AFSL 228948 (GSAMA) and is intended for viewing only by wholesale clients for the purposes of section 761G of the Corporations Act 2001 (Cth).",1
This document may not be distributed to retail clients in Australia (as that term is defined in the Corporations Act 2001 (Cth)) or to the general public.,1
This document may not be reproduced or distributed to any person without the prior consent of GSAMA.,1
"To the extent that this document contains any statement which may be considered to be financial product advice in Australia under the Corporations Act 2001 (Cth), that advice is intended to be given to the intended recipient of this document only, being a wholesale client for the purposes of the Corporations Act 2001 (Cth).",1
"Any advice provided in this document is provided by either Goldman Sachs Asset Management International (GSAMI), Goldman Sachs International (GSI), Goldman Sachs Asset Management, LP (GSAMLP) or Goldman Sachs & Co. LLC (GSCo).",1
"Both GSCo and GSAMLP are regulated by the US Securities and Exchange Commission under US laws, which differ from Australian laws.",1
"Both GSI and GSAMI are regulated by the Financial Conduct Authority and GSI is authorized by the Prudential Regulation Authority under UK laws, which differ from Australian laws.",1
"GSI, GSAMI, GSCo, and GSAMLP are all exempt from the requirement to hold an Australian financial services licence under the Corporations Act of Australia and therefore do not hold any Australian Financial Services Licences.",1
"Any financial services given to any person by GSI, GSAMI, GSCo or GSAMLP by distributing this document in Australia are provided to such persons pursuant to ASIC Class Orders 03/1099 and 03/1100.",1
No offer to acquire any interest in a fund or a financial product is being made to you in this document.,1
"If the interests or financial products do become available in the future, the offer may be arranged by GSAMA in accordance with section 911A(2)(b) of the Corporations Act.",1
GSAMA holds Australian Financial Services Licence No.,1
 MUSINGS FIXED INCOME Goldman Sachs Asset Management 6 Any offer will only be made in circumstances where disclosure is not required under Part 6D.2 of the Corporations Act or a product disclosure statement is not required to be given under Part 7.9 of the Corporations Act (as relevant).,1
"Canada: This presentation has been communicated in Canada by Goldman Sachs Asset Management LP, which is registered as a portfolio manager under securities legislation in all provinces of Canada and as a commodity trading manager under the commodity futures legislation of Ontario and as a derivatives adviser under the derivatives legislation of Quebec.",1
Goldman Sachs Asset Management LP is not registered to provide investment advisory or portfolio management services in respect of exchange-traded futures or options contracts in Manitoba and is not offering to provide such investment advisory or portfolio management services in Manitoba by delivery of this material.,1
"Japan: This material has been issued or approved in Japan for the use of professional investors defined in Article 2 paragraph (31) of the Financial Instruments and Exchange Law by Goldman Sachs Asset Management Co., Ltd. Cambodia:Please Note: The attached information has been provided at your request for informational purposes only and is not intended as a solicitation in respect of the purchase or sale of instruments or securities (including funds) or the provision of services.",1
Neither Goldman Sachs Asset Management (Singapore) Pte.,1
Ltd. nor any of its affiliates is licensed as a dealer or investment advisor under The Securities and Exchange Commission of Cambodia.,1
The information has been provided to you solely for your own purposes and must not be copied or redistributed to any person without the prior consent of Goldman Sachs Asset Management.,1
"Timor: Please Note: The attached information has been provided at your request for informational purposes only and is not intended as a solicitation in respect of the purchase or sale of instruments or securities (including funds), or the provision of services.",1
Neither Goldman Sachs Asset Management (Singapore) Pte.,1
Ltd. nor any of its affiliates is licensed under any laws or regulations of Timor-Leste.,1
The information has been provided to you solely for your own purposes and must not be copied or redistributed to any person or institution without the prior consent of Goldman Sachs Asset Management.,1
Vietnam: Please Note: The attached information has been provided at your request for informational purposes only.,1
"The attached materials are not, and any authors who contribute to these materials are not, providing advice to any person.",1
The attached materials are not and should not be construed as an offering of any securities or any services to any person.,1
Neither Goldman Sachs Asset Management (Singapore) Pte.,1
Ltd. nor any of its affiliates is licensed as a dealer under the laws of Vietnam.,1
The information has been provided to you solely for your own purposes and must not be copied or redistributed to any person without the prior consent of Goldman Sachs Asset Management.,1
"Brazil: These materials are provided at your request and solely for your information, and in no way constitutes an offer, solicitation, advertisement or advice of, or in relation to, any securities, funds, or products by any of Goldman Sachs affiliates in Brazil or in any jurisdiction in which such activity is unlawful or unauthorized, or to any person to whom it is unlawful or unauthorized.",1
"This document has not been delivered for registration to the relevant regulators or financial supervisory bodies in Brazil, such as the Brazilian Securities and Exchange Commission (Comisso de ValoresMobilirios CVM) nor has its content been reviewed or approved by any such regulators or financial supervisory bodies.",1
"The securities, funds, or products described in this document have not been registered with the relevant regulators or financial supervisory bodies in Brazil, such as the CVM, nor have been submitted for approval by any such regulators or financial supervisory bodies.",1
The recipient undertakes to keep these materials as well as the information contained herein as confidential and not to circulate them to any third party.,1
"Colombia: This presentation does not have the purpose or the effect of initiating, directly or indirectly, the purchase of a product or the rendering of a service by Goldman Sachs Asset Management to Colombian residents.",1
Goldman Sachs Asset Managements products and/or services may not be promoted or marketed in Colombia or to Colombian residents unless such promotion and marketing is made in compliance with Decree 2555 of 2010 and other applicable rules and regulations related to the promotion of foreign financial and/or securities-related products and/or services in Colombia or to Colombian residents.,1
"Bahrain: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION This material has not been reviewed by the Central Bank of Bahrain (CBB) and the CBB takes no responsibility for the accuracy of the statements or the information contained herein, or for the performance of the securities or related investment, nor shall the CBB have any liability to any person for damage or loss resulting from reliance on any statement or information contained herein.",1
"This material will not be issued, passed to, or made available to the public generally.",1
"Kuwait: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION The investments described in this document have not been and will not be registered, authorised, licensed or approved for offering, marketing or sale in the State of Kuwait pursuant to Law No.",1
31 of 1990 and Law No.,1
"7 of 2010 nor by the Central Bank of Kuwait or any other relevant Kuwaiti government agency and shall not be offered or sold in the State of Kuwait, except in compliance with the above.",1
"No private or public offering is being made in the State of Kuwait, and no agreement relating to the sale of such investments will be concluded in the State of Kuwait.",1
No marketing or solicitation or inducement activities are being used to offer or market such investments in the State of Kuwait.,1
"Oman: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION The Capital Market Authority of the Sultanate of Oman (the ""CMA"") is not liable for the correctness or adequacy of information provided in this document or for identifying whether or not the services contemplated within this document are appropriate investment for a potential investor.",1
The CMA shall also not be liable for any damage or loss resulting from reliance placed on the document.,1
"Qatar: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION This document has not been, and will not be, registered with or reviewed or approved by the Qatar Financial Markets Authority, the Qatar Financial Centre Regulatory Authority or Qatar Central Bank and may not be publicly distributed.",1
It is not for general circulation in the State of Qatar and may not be reproduced or used for any other purpose.,1
"Saudi Arabia: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION The Capital Market Authority does not make any representation as to the accuracy or completeness of this document, and expressly disclaims any liability whatsoever for any loss arising from, or incurred in reliance upon, any part of this document.",1
If you do not understand the contents of this document you should consult an authorised financial adviser.,1
"FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION These materials are presented to you by Goldman Sachs Saudi Arabia Company (""GSSA"").",1
GSSA is authorised and regulated by the Capital Market Authority (CMA) in the Kingdom of Saudi Arabia.,1
"GSSA is subject to relevant CMA rules and guidance, details of which can be found on the CMAs website at www.cma.org.sa.",1
"The CMA does not make any representation as to the accuracy or completeness of these materials, and expressly disclaims any liability whatsoever for any loss arising from, or incurred in reliance upon, any part of these materials.",1
"If you do not understand the contents of these materials, you should consult an authorised financial adviser.",1
"United Aram Emirates: FOR [] INFORMATION ONLY NOT FOR WIDER DISTRIBUTION This document has not been approved by, or filed with the Central Bank of the United Arab Emirates or the Securities and Commodities Authority.",1
"If you do not understand the contents of this document, you should consult with a financial advisor.",1
South Africa: Goldman Sachs Asset Management International is authorised by the Financial Services Board of South Africa as a financial services provider.,1
"By receiving this presentation, and in case any contact is made with Goldman Sachs Asset Management, each recipient resident in Colombia acknowledges and agrees that it has contacted Goldman Sachs Asset Management at its own initiative and not as a result of any promotion or publicity by Goldman Sachs Asset Management or any of their respective agents or representatives.",1
"Colombian residents acknowledge that (1) the receipt of this presentation does not constitute a solicitation from Goldman Sachs Asset Management for its products and/or services, and (2) they are not receiving from Goldman Sachs Asset Management any direct or indirect promotion or marketing of financial and/or securities- related products and/or services.",1
 MUSINGS FIXED INCOME Goldman Sachs Asset Management 7 This presentation is strictly private and confidential and may not be reproduced or used for any purpose other than evaluation of a potential investment in Goldman Sachs Asset Managements products or the procurement of its services by the recipient of this this presentation or provided to any person or entity other than the recipient of this this presentation.,1
"Esta presentacin no tiene el propsito o el efecto de iniciar, directa o indirectamente, la adquisicin de un producto a prestacin de un servicio por parte de Goldman Sachs Asset Management a residentes colombianos.",0
servicios financieros y /o del mercado de valores en Colombia o a residentes colombianos.,0
"Los productos y/o servicios de Goldman Sachs Asset Management no podrn ser ofrecidos ni promocionados en Colombia o a residentes Colombianos a menos que dicha oferta y promocin se lleve a cabo en cumplimiento del Decreto 2555 de 2010 y las otras reglas y regulaciones aplicables en materia de promocin de productos y/o .Al recibir esta presentacin, y en caso que se decida contactara Goldman Sachs Asset Management, cada destinatarioresidenteen Colombia reconocey acepta que ha contactadoa Goldman Sachs Asset Management por su propia iniciativay no como resultadode cualquier promocin o publicidad por parte de Goldman Sachs Asset Management o cualquierade sus agentes o representantes.",0
"Los residentes colombianos reconocenque (1) la recepcin de esta presentacin no constituyeuna solicitud de los productos y/o servicios de Goldman Sachs Asset Management, y (2) que no estn recibiendoningunaoferta o promocin directa o indirectade productos y/o servicios financieros y/o del mercado de valores por parte de Goldman Sachs Asset Management.",0
"Esta presentacin es estrictamenteprivada y confidencial, y no podr ser reproducidao utilizadapara cualquierpropsito diferentea la evaluacinde una inversinpotencialen los productos de Goldman Sachs Asset Management o la contratacinde sus servicios por parte del destinatariode esta presentacin, no podr ser proporcionadaa una persona diferentedel destinatariode esta presentacin.",0
Index Benchmarks Indices are unmanaged.,1
"The figures for the index reflect the reinvestment of all income or dividends, as applicable, but do not reflect the deduction of any fees or expenses which would reduce returns.",1
Investors cannot invest directly in indices.,1
"The indices referenced herein have been selected because they are well known, easily recognized by investors, and reflect those indices that the Investment Manager believes, in part based on industry practice, provide a suitable benchmark against which to evaluate the investment or broader market described herein.",1
The exclusion of failed or closed hedge funds may mean that each index overstates the performance of hedge funds generally.,1
"Sector Spread Indexes US Investment Grade Corporates: ICE BofAML US Corporate Index US High Yield Corporates:ICE BofAML US Corporate High Yield Index European Investment Grade Corporates: ICE BofAML Euro Corporate Index European High Yield Corporates: ICE BofAML Euro High Yield Index ABS: ICE BofAML US Fixed Rate Asset-Backed Securities Index MBS: ICE BofAML US Agency Mortgage-Backed Securities Index CMBS: ICE BofAML US Fixed Rate Commercial Mortgage-Backed Securities Index THEM External Debt: J.P. Morgan, EMBI Global Diversified Face Constrained Index Past performance does not guarantee future results, which may vary.",0
The value of investments and the income derived from investments will fluctuate and can go down as well as up.,0
A loss of principal may occur.,1
"Abbreviations: US Federal Reserve (Fed), European Central Bank (ECB), Bank of England (BoE), Bank of Japan (BoJ), Quantitative Easing (QE), Quantitative Tightening (QT), Pandemic Emergency Purchase Program (PEPP).",0
"Confidentiality No part of this material may, without Goldman Sachs Asset Managements prior written consent, be (i) copied, photocopied or duplicated in any form, by any means, or (ii) distributed to any person that is not an employee, officer, director, or authorized agent of the recipient.",1
 2022 Goldman Sachs.,1
All rights reserved.,1
Jurisdiction compliance code: 285876-TMPL-07/2022-1641660.,1
Compliance Code : 286977-OTU-1646425.,1
 *INVESTMENT PRODUCTS: NOT A BANK DEPOSIT.,1
NOT GOVERNMENT INSURED.,1
NO BANK GUARANTEE.,1
"MAY LOSE VALUE Major Currencies Performance Source: Bloomberg L.P., as of May 15, 2023 (cut off time is NY Time 5:00pm); Citi (forecasts as of Apr 18, 2023) CCY Close Weekly Change 1 month high 1 month low 1 month change 3 month high 3 month low 3 month change 52 week high 52 week low Year-To- Date Change USD 102.68 1.4% 102.68 101.01 1.2% 105.66 101.01 -0.9% 114.78 100.79 -0.8% EUR/USD 1.0849 -1.5% 1.1062 1.0849 -1.3% 1.1062 1.0545 1.6% 1.1095 0.9536 1.3% USD/JPY 135.70 0.7% 137.50 132.58 1.9% 137.50 130.73 3.3% 151.95 126.36 3.5% GBP/USD 1.2458 -1.4% 1.2636 1.2376 -0.2% 1.2636 1.1830 3.3% 1.2680 1.0350 3.1% USD/CAD 1.3550 1.3% 1.3636 1.3337 0.8% 1.3832 1.3332 1.5% 1.3977 1.2518 0.0% AUD/USD 0.6646 -1.5% 0.6782 0.6603 -0.7% 0.6986 0.6580 -3.9% 0.7283 0.6170 -2.5% NZD/USD 0.6193 -1.6% 0.6367 0.6117 -0.3% 0.6367 0.6100 -1.8% 0.6576 0.5512 -2.5% USD/CHF 0.8975 0.7% 0.8987 0.8840 0.2% 0.9424 0.8840 -2.8% 1.0148 0.8820 -2.9% USD/CNY 6.9591 0.7% 6.9591 6.8677 1.3% 6.9662 6.8183 2.1% 7.3274 6.6394 0.9% USD/CNH 6.9711 0.7% 6.9711 6.8718 1.3% 6.9939 6.8242 2.2% 7.3749 6.6170 0.7% GOLD 2010.77 -0.3% 2050.28 1982.56 -0.2% 2050.28 1811.04 7.8% 2062.99 1614.96 10.2% CCY Last Trading Day Change Technical levels Citi Forecasts Close Day High Day Low Daily Change Sup2 Sup1 Res1 Res2 0-3M 6-12M LT USD 102.68 102.71 101.94 0.61% 100.79 101.01 105.78 106.80 99.04 96.06 93.48 EUR/USD 1.0849 1.0935 1.0848 -0.61% 1.0762 1.0848 1.1095 1.1185 1.13 1.16 1.20 USD/JPY 135.70 135.76 134.40 0.87% 129.64 133.01 137.77 138.17 132 120 130 GBP/USD 1.2458 1.2541 1.2445 -0.42% 1.1804 1.2345 1.2680 1.2871 1.27 1.27 1.40 USD/CAD 1.3550 1.3565 1.3480 0.44% 1.3226 1.3306 1.3565 1.3631 1.31 1.31 1.25 AUD/USD 0.6646 0.6706 0.6636 -0.84% 0.6426 0.6565 0.6818 0.6893 0.70 0.71 0.76 NZD/USD 0.6193 0.6308 0.6182 -1.67% 0.6085 0.6112 0.6385 0.6538 0.63 0.63 0.67 USD/CHF 0.8975 0.8988 0.8897 0.37% 0.8758 0.8820 0.9120 0.9223 0.87 0.86 0.85 USD/CNY 6.9591 6.9591 6.9422 0.41% -- -- -- -- 6.70 6.60 6.80 USD/CNH 6.9711 6.9730 6.9504 0.17% 6.8105 6.8317 6.9971 7.0196 -- -- -- GOLD 2010.77 2022.55 2001.00 -0.21% $1,934 $1,969 $2,070 $2,075 $2,100 $2,300 -- May 15, 2023",0
 Bullish on JPY in medium term S2 S1 R1 R2 0-3m forecast 6-12m forecast LT forecast 129.64 133.01 137.77 138.17 132 120 130 Citi analysts still see the June meeting as timing for YCC adjustment with BoJ focused on 3 drivers (1) Japans spring 2024 wage negotiations;(2) level of US rates; and (3) rate of dysfunction within JGB market.,0
 Bullish on JPY in medium term-(1) BoJ already has a good portion of Japans wage settlement data and Japans CPI now seems to be experiencing greater pass-through of costs by businesses; (2) Japans terms of trade have structurally bottomed; (3) Relative balance sheet comparison shows BoJ balance sheet has contracted at a faster pace than the Fed; (4) Fed closes to peak rates.,0
"Source: Bloomberg L.P., as of May 12, 2023 AUD: resilience across the board S2 S1 R1 R2 0-3m forecast 6-12m forecast LT forecast 0.6426 0.6565 0.6806 0.6893 0.70 0.71 0.76 Source: Bloomberg L.P., as of May 12, 2023 0.6806(Apr top) 0.6565(Mar low) The unexpected 25bp hike with more to come now places the RBA as potentially one of the more hawkish central banks within the G10 central bank space with a greater capacity to lift rates than its peers (RBNZ or BoC).",0
This leaves the 0.6550 0.6600 area very well supported in AUDUSD.,0
 Implicit in the robust medium to longer-term view on AUD is the prospect of a highly de- synchronized business cycle in H223 as the US heads towards recession while Chinas recovery strengthens.,0
"This puts AUD on track for further medium to longer-term outperformance vs USD, NZD, CAD and GBP.",0
*FX TRADING INVOLVES RISKS 0.6893(Dec 2022 top),0
" NZD Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook NZD outperformance earlier due to its higher carry looks unsustainable as (1) current highly restrictive NZ financial conditions sharply raise the prospect of a hard landing for the NZ economy; (2) the recent larger 50bp hike sharply reduces odds of further RBNZ tightening; and (3) a strengthening Chinese recovery better supports other currencies closely linked to China (EUR, AUD, SGD, CNH).",0
"Against USD however, the combination of a stronger Chinese recovery in H223 and Fed pivoting towards rate cuts may yet lift NZDUSD in H223.",0
"Previously NZDUSD: 0 3mths: 0.62 NZDUSD: 6 12mths: 0.63 NZDUSD: Longer term: 0.67 Currently (as of Apr): NZDUSD: 0 3mths: 0.63 NZDUSD: 6 12mths: 0.63 NZDUSD: Longer term: 0.67 6-12mths: Modestly bullish NZD vs USD, bearish vs EUR and AUD CAD Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook USDCAD may find it difficult to break below 1.30 32 support and that would almost certainly lead to CAD underperformance on non-USD crosses versus EUR, SGD and AUD in particular, given their closer links to the Chinese recovery in a highly de- synchronized global business cycle this year.",0
CAD is also likely to weaken vs JPY as BoJ moves to tighten financial conditions in Japan later this year.,0
"Previously USDCAD: 0 3mth: 1.35 USDCAD: 6 12mth: 1.32 USDCAD: LT: 1.25 Currently (as of Apr): USDCAD: 0 3mth: 1.31 USDCAD: 6 12mth: 1.31 USDCAD: LT: 1.25 6-12mths: Moderately bullish CAD vs USD, moderately bearish vs EUR AUD Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook Medium term the cyclical thesis for AUD remains supportive.",0
"The improving outlook for Chinas economy, with stronger than expected credit expansion and trade data, points to government stimulus that may fuel investment.",0
"On terms of trade, Citi analysts remain neutral iron ore and bullish copper in the medium term, both positive AUD drivers.",0
"Combined with our EURUSD view of 1.16 in 6- 12m, this should feed into AUDUSD upside.",0
"Previously AUDUSD: 0 3mths: 0.68 AUDUSD: 6 12mths: 0.69 AUDUSD: LT: 0.76 Currently (as of Apr): AUDUSD: 0 3mths: 0.70 AUDUSD: 6 12mths: 0.71 AUDUSD: LT: 0.76 6-12mths: Bullish AUD vs USD, neutral vs EUR Commodity Blocs",0
" European Currencies GBP Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook We still think that domestic fragilities in the UK remain in our forecast horizon, which brings on balance larger risk of growth and monetary policy divergences in favour of Europe.",0
"Bigger picture, the growth and CB dynamics are expected to align in a more bearish direction for GBP.",0
"Citi analysts expect a Q3 recession and November rate cut, earlier than any of the major DM economies.",0
"Previously GBPUSD: 0 3mths: 1.22 GBPUSD: 6 12mths: 1.25 GBPUSD: LT: 1.40 Currently (as of Apr): GBPUSD: 0 3mth: 1.27 GBPUSD: 6 12mth: 1.27 GBPUSD: LT: 1.40 6-12mths: Moderately bullish GBP vs USD, bearish vs EUR EUR Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook On growth, Citi analysts have pushed out their German recession forecast from Q4 2023 to Q4 2024, whereas Citi analysts have only pushed out their US recession forecast from Q3 to Q4 2023.",0
"Given current gas storage dynamics in Europe, and Europes ongoing pivot towards renewable energy, this ToT backdrop may continue to prove favourable for European assets.",0
Previously EURUSD: 0 3m: 1.10 EURUSD: 6 12m: 1.15 EURUSD: LT: 1.20 Currently (Apr): EURUSD: 0 3m: 1.13 EURUSD: 6 12m: 1.16 EURUSD: LT: 1.20 6 12mths: Bullish EUR vs USD,0
" Safe-haven Currencies CHF Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook Room for more short-term hawkishness - domestic factors enable an incrementally hawkish SNB, which should keep CHF supported.",0
"SNBs conditional inflation forecast would suggest the need for additional hikes, and the improvement in leading indicators creates room for a hawkish surprise.",0
"Previously USDCHF: 0 3mths: 0.90 USDCHF: 6 12mths: 0.87 USDCHF: LT: 0.85 Currently (as of Apr): USDCHF: 0 3mths: 0.87 USDCHF: 6 12mths: 0.86 USDCHF: LT: 0.85 6-12mths: Bullish CHF vs USD, moderately bearish vs EUR JPY Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook BoJ YCC shift remains in play.",0
Citi analysts base case is for shortening of the target duration from 10y to 5y or 3y in June meeting (after final outcome of spring wage negotiations).,0
"For US, as more hikes are priced, total cycle cuts are likely to deepen.",0
"Even in the scenario of a hawkish Fed, we think it may be hard for US duration to sell-off too much, but if things gets worse, it has a lot further to rally.",0
This also makes JPY an asymmetric bet.,0
"Previously USDJPY: 0 3mths: 132.0 USDJPY: 6 12mths: 120.0 USDJPY: LT: 130.0 Currently (as of Apr): USDJPY: 0 3mths: 132.0 USDJPY: 6 12mths: 120.0 USDJPY: LT: 130.0 6-12mths: Bullish JPY vs USD, bullish vs CNH",0
 USD and THEM Currency USD Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook USD signals almost uniformly bearish.,0
"Rates volatility has dropped sharply in recent weeks, triggering a more benign macro backdrop.",0
"Elsewhere, global growth dynamics are picking up (RoW LEIs 3m change turning positive from depressed levels), and US nominal rate momentum and data momentum is also negative vs G9.",0
"Finally, the USD is still historically overvalued, and a bull steepening US 2s10s curve is also the most bearish USD backdrop.",0
Previous month: DXY: 0 3m: 101.53 DXY: 6 12m: 96.89 DXY: LT: 93.48 Currently (as of Apr): DXY: 0 3m: 99.04 DXY: 6 12m: 96.06 DXY: LT: 93.48 6-12mths: Bearish DXY CNH Citi views & strategy Bias/ Forecasts/ Key levels Citi FX outlook The combination of improvements may help to lift earnings revisions and equity valuations once again leading to more capital inflows and ultimately supportive of CNH.,0
A more tactically range-bound USDCNH in H12023 within a 6.80 7.00 range with a drift to the lower end of the range possible by the end of Q2 (on USD weakness) with scope to target the 6.50 70 range in H22023 as Fed pivots towards rate cuts while Chinas domestic recovery gathers pace.,0
"Previously USDCNH: 0 3mths: 6.70 USDCNH: 6 12mths: 6.60 USDCNH: LT: 6.80 Currently (as of Apr): USDCNH: 0 3mths: 6.70 USDCNH: 6 12mths: 6.60 USDCNH: LT: 6.80 6-12mths: Bullish CNH vs USD, bearish vs EUR",0
 Important Disclosure Citi analysts refers to investment professionals within Citi Research (CR) and Citi Global Markets (CGM) and voting members of the Global Investment Committee of Global Wealth Management.,1
Citibank N.A.,1
and its affiliates / subsidiaries provide no independent research or analysis in the substance or preparation of this document.,1
Investment products are not available to US persons and not all products and services are provided by all affiliates or are available at all locations.,1
"This document is for general informational purposes only and is not intended as a recommendation or an offer or solicitation for the purchase or sale of any security, currency, investment, service or to attract any funds or deposits.",1
"Save to the extent provided otherwise in the Terms and Conditions for Accounts and Services or other applicable terms and conditions, information in this document has been prepared without taking account of the objectives, financial situation or needs of any particular investor.",1
"Therefore, investment products mentioned in this document may not be suitable for all investors.",1
Any person considering an investment should seek independent advice on the suitability or otherwise of a particular investment.,1
"Before making any investment, each investor must obtain the investment offering materials, which include a description of the risks, fees and expenses and the performance history, if any, which may be considered in connection with making an investment decision.",1
"Each investor should carefully consider the risks associated with the investment and make a determination based upon the investors own particular circumstances, that the investment is consistent with the investors investment objectives.",1
"In any event, past performance is no guarantee of future results, and future results may not meet our expectations due to a variety of economic, market and other factors.",0
"Further, any projections of potential risk or return are illustrative and should not be taken as limitations of the maximum possible loss or gain.",1
"Investments are not deposits or other obligations of, guaranteed or insured by Citibank N.A., Citigroup Inc., or any of their affiliates or subsidiaries, or by any local government or insurance agency, and are subject to investment risk, including the possible loss of the principal amount invested.",1
Investors investing in funds denominated in non-local currency should be aware of the risk of exchange rate fluctuations that may cause a loss of principal.,0
"Neither Citigroup nor its affiliates can accept responsibility for the tax treatment of any investment product, whether or not the investment is purchased by a trust or company administered by an affiliate of Citigroup.",1
"Citigroup assumes that, before making any commitment to invest, the investor and (where applicable, its beneficial owners) have taken whatever tax, legal or other advice the investor/beneficial owners consider necessary and have arranged to account for any tax lawfully due on the income or gains arising from any investment product provided by Citigroup.",1
"If an investor changes country of residence, citizenship, nationality, or place of work, it is his/her responsibility to understand how his/her investment transactions are affected by such change and comply with all applicable laws and regulations as and when such becomes applicable.",1
"Although information in this document has been obtained from sources believed to be reliable, save to the extent provided otherwise in the Terms and Conditions for Accounts and Services or other applicable terms and conditions, Citigroup and its affiliates do not guarantee its accuracy or completeness and accept no liability for any direct or consequential losses arising from its use.",1
"Opinions expressed herein may differ from the opinions expressed by other businesses or affiliates of Citigroup, and are not intended to be a forecast of future events, a guarantee of future results or investment advice, and are subject to change based on market and other conditions.",1
The information contained herein is also not intended to be an exhaustive discussion of the strategies or concepts.,1
"At any time, Citigroup companies may compensate affiliates and their representatives for providing products and services to clients.",1
This is not an official statement of Citigroup Inc. and may not reflect all of your investments with or made through Citibank.,1
"For an accurate record of your accounts and transactions, please consult your official statement.",1
"If this document shows information coming from Citi Research, please refer to the attached link: , which contains the important disclosures regarding companies covered by Citi's Equity Research analysts, and please refer to the attached link: for details on the Citi Research ratings system.",1
This document may not be reproduced or circulated without Citigroup written authority.,1
The manner of circulation and distribution may be restricted by law or regulation in certain countries.,1
"Persons who come into possession of this document are required to inform themselves of, and to observe such restrictions.",1
"Any unauthorized use, duplication, or disclosure of this document is prohibited by law and may result in prosecution.",1
This document is distributed in Hong Kong by Citibank (Hong Kong) Limited (CHKL).,1
Prices and availability of financial instruments can be subject to change without notice.,1
Certain high-volatility investments can be subject to sudden and large falls in value that could equal the amount invested.,0
"Important Disclosure on High Yield Bonds Unrated or non investment grade Debt Securities typically offer a higher yield than investment grade Debt Securities, but also present greater risks with respect to liquidity, volatility, and non-payment of principal and interest.",0
"As a result of being classified as non investment grade Debt Securities, these Debt Securities present a greater degree of credit risk relative to many other fixed income Debt Securities.",0
Higher Credit Risk Unrated or non investment grade Debt Securities generally have predominantly speculative characteristics with respect to the issuers capacity to pay interest and repay principal.,1
There is greater risk of non-payment of interest and loss of principal.,1
"Many issuers of these Debt Securities have experienced substantial difficulties in servicing their debt obligations, which has led to default and restructurings.",0
The issuers of these Debt Securities generally have to pay a higher rate of interest than investment grade Debt Securities.,1
Higher Liquidity and Secondary Market Risk The markets in which unrated or non investment grade Debt Securities are traded are generally more limited than those in which investment grade Debt Securities are traded.,1
This lack of liquidity may make it more difficult to resell these Debt Securities and obtain market quotations.,0
Downgrade Risk Downgrades in the credit rating of unrated or non investment grade Debt Securities by rating agencies are generally accompanied by declines in the market value of these Debt Securities.,1
"In some circumstances, investors in the unrated or non investment grade Debt Securities market may anticipate such downgrades as a result of these credits being placed on credit watch by rating agencies, causing volatility and speculation of further credit deterioration.",0
"Higher Vulnerability to economic cycles - During economic downturns, unrated or non investment grade Debt Securities are typically more susceptible to price volatility and fall more in value than investment grade Debt Securities as i) investors may reevaluate holdings in lower-quality bonds in favor of investment-grade corporate Debt Securities; ii) investors become more risk averse; and iii) default risk rises.",0
This is often referred to a flight to quality.,0
"Event Risk This includes any of a variety of events that can adversely affect the issuer of unrated or non investment grade Debt Securities, and therefore the issuers ability to meet debt service obligations to repay principal and interest to Debt Securities holders.",1
"Event risk may pertain to the issuer specifically, the industry or business sector of the issuer, or generally upon the overall economy.",1
It could have a direct or indirect impact on the issuer and their outstanding debts.,1
"Important Disclosure on RMB Risk relating to RMB If you choose RMB as the base currency or the alternate currency, you should also note the following: RMB is currently not freely convertible through banks in Hong Kong.",1
